sender,subject,message,content,label
security@khalti-refund.test,Prize claim pending,KYC expired. Confirm wallet PIN and OTP to continue,From: security@khalti-refund.test Subject: Prize claim pending KYC expired. Confirm wallet PIN and OTP to continue. Click http://khalti-refund.test/login/4797 and submit password OTP PIN card details.,1
noreply@docs.djangoproject.com,Password changed successfully,Your OTP is 123456. Do not share it with anyone.,From: noreply@docs.djangoproject.com Subject: Password changed successfully Your OTP is 123456. Do not share it with anyone. Link: https://docs.djangoproject.com/profile/3379,0
noreply@github.com,Meeting notes,Your delivery is scheduled for tomorrow afternoon.,From: noreply@github.com Subject: Meeting notes Your delivery is scheduled for tomorrow afternoon. Link: https://github.com/help/3344,0
support@store-receipts.example,Appointment reminder,Your delivery is scheduled for tomorrow afternoon.,From: support@store-receipts.example Subject: Appointment reminder Your delivery is scheduled for tomorrow afternoon. Link: https://store-receipts.example/help/3684,0
support@hospital.org.np,Password changed successfully,Your delivery is scheduled for tomorrow afternoon.,From: support@hospital.org.np Subject: Password changed successfully Your delivery is scheduled for tomorrow afternoon. Link: https://hospital.org.np/help/3167,0
admin@mozilla.org,Library book reminder,Your appointment is confirmed for Friday at 10:00 AM.,From: admin@mozilla.org Subject: Library book reminder Your appointment is confirmed for Friday at 10:00 AM. Link: https://mozilla.org/receipt/3507,0
security@esewa-bonus-claim.test,Urgent account verification required,KYC expired. Confirm wallet PIN and OTP to continue,From: security@esewa-bonus-claim.test Subject: Urgent account verification required KYC expired. Confirm wallet PIN and OTP to continue. Click http://esewa-bonus-claim.test/verify/4900 and submit password OTP PIN card details.,1
reward@delivery-fee-pay.test,Refund failed: update card now,KYC expired. Confirm wallet PIN and OTP to continue,From: reward@delivery-fee-pay.test Subject: Refund failed: update card now KYC expired. Confirm wallet PIN and OTP to continue. Click http://delivery-fee-pay.test/verify/4782 and submit password OTP PIN card details.,1
support@delivery-fee-pay.test,Final warning: confirm your password,Customs fee pending. Pay now to release your parcel,From: support@delivery-fee-pay.test Subject: Final warning: confirm your password Customs fee pending. Pay now to release your parcel. Click http://delivery-fee-pay.test/login/4210 and submit password OTP PIN card details.,1
noreply@library.example,Monthly statement is available,Your OTP is 123456. Do not share it with anyone.,From: noreply@library.example Subject: Monthly statement is available Your OTP is 123456. Do not share it with anyone. Link: https://library.example/help/3325,0
verify@google-login.example.net,Your wallet is blocked,"Congratulations, you won a cash prize. Claim reward immediately","From: verify@google-login.example.net Subject: Your wallet is blocked Congratulations, you won a cash prize. Claim reward immediately. Click http://google-login.example.net/verify/4717 and submit password OTP PIN card details.",1
support@delivery-fee-pay.test,Unusual login detected,Security alert. Update password within 24 hours,From: support@delivery-fee-pay.test Subject: Unusual login detected Security alert. Update password within 24 hours. Click http://delivery-fee-pay.test/claim/4748 and submit password OTP PIN card details.,1
reward@account-verify-now.test,Refund failed: update card now,"Congratulations, you won a cash prize. Claim reward immediately","From: reward@account-verify-now.test Subject: Refund failed: update card now Congratulations, you won a cash prize. Claim reward immediately. Click http://account-verify-now.test/claim/4109 and submit password OTP PIN card details.",1
admin@hospital.org.np,Course update,Your appointment is confirmed for Friday at 10:00 AM.,From: admin@hospital.org.np Subject: Course update Your appointment is confirmed for Friday at 10:00 AM. Link: https://hospital.org.np/receipt/3831,0
support@city-services.example,Appointment reminder,Your OTP is 123456. Do not share it with anyone.,From: support@city-services.example Subject: Appointment reminder Your OTP is 123456. Do not share it with anyone. Link: https://city-services.example/profile/3739,0
security@10.8.4.22,Final warning: confirm your password,URGENT: your bank account is blocked. Verify login now,From: security@10.8.4.22 Subject: Final warning: confirm your password URGENT: your bank account is blocked. Verify login now. Click http://10.8.4.22/verify/4657 and submit password OTP PIN card details.,1
admin@github.com,Password changed successfully,Thank you for your payment. No further action is required.,From: admin@github.com Subject: Password changed successfully Thank you for your payment. No further action is required. Link: https://github.com/help/3960,0
billing@ird.gov.np,Project status summary,The invoice has been received and marked paid.,From: billing@ird.gov.np Subject: Project status summary The invoice has been received and marked paid. Link: https://ird.gov.np/profile/3087,0
billing@library.example,Monthly statement is available,Your OTP is 123456. Do not share it with anyone.,From: billing@library.example Subject: Monthly statement is available Your OTP is 123456. Do not share it with anyone. Link: https://library.example/profile/3976,0
security@wallet-kyc-alert.test,Final warning: confirm your password,Security alert. Update password within 24 hours,From: security@wallet-kyc-alert.test Subject: Final warning: confirm your password Security alert. Update password within 24 hours. Click http://wallet-kyc-alert.test/claim/4755 and submit password OTP PIN card details.,1
admin@ird.gov.np,Course update,The invoice has been received and marked paid.,From: admin@ird.gov.np Subject: Course update The invoice has been received and marked paid. Link: https://ird.gov.np/receipt/3008,0
security@paypal-security.example.ru,Final warning: confirm your password,Customs fee pending. Pay now to release your parcel,From: security@paypal-security.example.ru Subject: Final warning: confirm your password Customs fee pending. Pay now to release your parcel. Click http://paypal-security.example.ru/login/4204 and submit password OTP PIN card details.,1
support@nrb.org.np,Monthly statement is available,Thank you for your payment. No further action is required.,From: support@nrb.org.np Subject: Monthly statement is available Thank you for your payment. No further action is required. Link: https://nrb.org.np/help/3193,0
reward@bank-support-update.test,Urgent account verification required,"Congratulations, you won a cash prize. Claim reward immediately","From: reward@bank-support-update.test Subject: Urgent account verification required Congratulations, you won a cash prize. Claim reward immediately. Click http://bank-support-update.test/login/4911 and submit password OTP PIN card details.",1
reward@secure-login-check.test,Final warning: confirm your password,Customs fee pending. Pay now to release your parcel,From: reward@secure-login-check.test Subject: Final warning: confirm your password Customs fee pending. Pay now to release your parcel. Click http://secure-login-check.test/verify/4960 and submit password OTP PIN card details.,1
support@company-intranet.example,Library book reminder,Your appointment is confirmed for Friday at 10:00 AM.,From: support@company-intranet.example Subject: Library book reminder Your appointment is confirmed for Friday at 10:00 AM. Link: https://company-intranet.example/receipt/3106,0
verify@delivery-fee-pay.test,Refund failed: update card now,KYC expired. Confirm wallet PIN and OTP to continue,From: verify@delivery-fee-pay.test Subject: Refund failed: update card now KYC expired. Confirm wallet PIN and OTP to continue. Click http://delivery-fee-pay.test/login/4517 and submit password OTP PIN card details.,1
noreply@city-services.example,Meeting notes,Your delivery is scheduled for tomorrow afternoon.,From: noreply@city-services.example Subject: Meeting notes Your delivery is scheduled for tomorrow afternoon. Link: https://city-services.example/receipt/3551,0
support@nepalbank.com.np,Password changed successfully,Class starts tomorrow. Please bring your notebook.,From: support@nepalbank.com.np Subject: Password changed successfully Class starts tomorrow. Please bring your notebook. Link: https://nepalbank.com.np/profile/3682,0
security@secure-login-check.test,Urgent account verification required,Customs fee pending. Pay now to release your parcel,From: security@secure-login-check.test Subject: Urgent account verification required Customs fee pending. Pay now to release your parcel. Click http://secure-login-check.test/claim/4689 and submit password OTP PIN card details.,1
reward@paypal-security.example.ru,Prize claim pending,Customs fee pending. Pay now to release your parcel,From: reward@paypal-security.example.ru Subject: Prize claim pending Customs fee pending. Pay now to release your parcel. Click http://paypal-security.example.ru/claim/4786 and submit password OTP PIN card details.,1
billing@university.edu.np,Appointment reminder,Thank you for your payment. No further action is required.,From: billing@university.edu.np Subject: Appointment reminder Thank you for your payment. No further action is required. Link: https://university.edu.np/profile/3860,0
billing@university.edu.np,Password changed successfully,The invoice has been received and marked paid.,From: billing@university.edu.np Subject: Password changed successfully The invoice has been received and marked paid. Link: https://university.edu.np/help/3638,0
billing@coursera.org,Meeting notes,Class starts tomorrow. Please bring your notebook.,From: billing@coursera.org Subject: Meeting notes Class starts tomorrow. Please bring your notebook. Link: https://coursera.org/help/3083,0
verify@khalti-refund.test,Final warning: confirm your password,Security alert. Update password within 24 hours,From: verify@khalti-refund.test Subject: Final warning: confirm your password Security alert. Update password within 24 hours. Click http://khalti-refund.test/login/4540 and submit password OTP PIN card details.,1
admin@company-intranet.example,Password changed successfully,Class starts tomorrow. Please bring your notebook.,From: admin@company-intranet.example Subject: Password changed successfully Class starts tomorrow. Please bring your notebook. Link: https://company-intranet.example/help/3826,0
reward@esewa-bonus-claim.test,Refund failed: update card now,Customs fee pending. Pay now to release your parcel,From: reward@esewa-bonus-claim.test Subject: Refund failed: update card now Customs fee pending. Pay now to release your parcel. Click http://esewa-bonus-claim.test/verify/4721 and submit password OTP PIN card details.,1
support@nepalbank.com.np,Receipt for your recent purchase,The invoice has been received and marked paid.,From: support@nepalbank.com.np Subject: Receipt for your recent purchase The invoice has been received and marked paid. Link: https://nepalbank.com.np/receipt/3609,0
reward@secure-login-check.test,Prize claim pending,URGENT: your bank account is blocked. Verify login now,From: reward@secure-login-check.test Subject: Prize claim pending URGENT: your bank account is blocked. Verify login now. Click http://secure-login-check.test/login/4347 and submit password OTP PIN card details.,1
support@google-login.example.net,Your wallet is blocked,URGENT: your bank account is blocked. Verify login now,From: support@google-login.example.net Subject: Your wallet is blocked URGENT: your bank account is blocked. Verify login now. Click http://google-login.example.net/login/4964 and submit password OTP PIN card details.,1
support@university.edu.np,Meeting notes,Your OTP is 123456. Do not share it with anyone.,From: support@university.edu.np Subject: Meeting notes Your OTP is 123456. Do not share it with anyone. Link: https://university.edu.np/profile/3608,0
security@10.8.4.22,Unusual login detected,"Congratulations, you won a cash prize. Claim reward immediately","From: security@10.8.4.22 Subject: Unusual login detected Congratulations, you won a cash prize. Claim reward immediately. Click http://10.8.4.22/login/4118 and submit password OTP PIN card details.",1
reward@google-login.example.net,Your wallet is blocked,KYC expired. Confirm wallet PIN and OTP to continue,From: reward@google-login.example.net Subject: Your wallet is blocked KYC expired. Confirm wallet PIN and OTP to continue. Click http://google-login.example.net/verify/4414 and submit password OTP PIN card details.,1
security@esewa-bonus-claim.test,Refund failed: update card now,URGENT: your bank account is blocked. Verify login now,From: security@esewa-bonus-claim.test Subject: Refund failed: update card now URGENT: your bank account is blocked. Verify login now. Click http://esewa-bonus-claim.test/login/4182 and submit password OTP PIN card details.,1
security@np-prize-claim.test,Prize claim pending,Customs fee pending. Pay now to release your parcel,From: security@np-prize-claim.test Subject: Prize claim pending Customs fee pending. Pay now to release your parcel. Click http://np-prize-claim.test/claim/4124 and submit password OTP PIN card details.,1
reward@10.8.4.22,Unusual login detected,"Congratulations, you won a cash prize. Claim reward immediately","From: reward@10.8.4.22 Subject: Unusual login detected Congratulations, you won a cash prize. Claim reward immediately. Click http://10.8.4.22/verify/4459 and submit password OTP PIN card details.",1
support@delivery-fee-pay.test,Your wallet is blocked,Customs fee pending. Pay now to release your parcel,From: support@delivery-fee-pay.test Subject: Your wallet is blocked Customs fee pending. Pay now to release your parcel. Click http://delivery-fee-pay.test/claim/4834 and submit password OTP PIN card details.,1
verify@delivery-fee-pay.test,Unusual login detected,KYC expired. Confirm wallet PIN and OTP to continue,From: verify@delivery-fee-pay.test Subject: Unusual login detected KYC expired. Confirm wallet PIN and OTP to continue. Click http://delivery-fee-pay.test/login/4946 and submit password OTP PIN card details.,1
verify@192.168.45.12,Unusual login detected,Refund failed. Enter card details to receive money,From: verify@192.168.45.12 Subject: Unusual login detected Refund failed. Enter card details to receive money. Click http://192.168.45.12/verify/4108 and submit password OTP PIN card details.,1
security@account-verify-now.test,Your wallet is blocked,KYC expired. Confirm wallet PIN and OTP to continue,From: security@account-verify-now.test Subject: Your wallet is blocked KYC expired. Confirm wallet PIN and OTP to continue. Click http://account-verify-now.test/claim/4545 and submit password OTP PIN card details.,1
reward@esewa-bonus-claim.test,Urgent account verification required,Security alert. Update password within 24 hours,From: reward@esewa-bonus-claim.test Subject: Urgent account verification required Security alert. Update password within 24 hours. Click http://esewa-bonus-claim.test/login/4126 and submit password OTP PIN card details.,1
reward@google-login.example.net,Unusual login detected,Customs fee pending. Pay now to release your parcel,From: reward@google-login.example.net Subject: Unusual login detected Customs fee pending. Pay now to release your parcel. Click http://google-login.example.net/login/4557 and submit password OTP PIN card details.,1
support@docs.djangoproject.com,Library book reminder,Your OTP is 123456. Do not share it with anyone.,From: support@docs.djangoproject.com Subject: Library book reminder Your OTP is 123456. Do not share it with anyone. Link: https://docs.djangoproject.com/help/3637,0
noreply@hospital.org.np,Meeting notes,Class starts tomorrow. Please bring your notebook.,From: noreply@hospital.org.np Subject: Meeting notes Class starts tomorrow. Please bring your notebook. Link: https://hospital.org.np/receipt/3566,0
support@nepalbank.com.np,Appointment reminder,Your delivery is scheduled for tomorrow afternoon.,From: support@nepalbank.com.np Subject: Appointment reminder Your delivery is scheduled for tomorrow afternoon. Link: https://nepalbank.com.np/receipt/3100,0
billing@khanacademy.org,Monthly statement is available,Your OTP is 123456. Do not share it with anyone.,From: billing@khanacademy.org Subject: Monthly statement is available Your OTP is 123456. Do not share it with anyone. Link: https://khanacademy.org/receipt/3474,0
admin@ird.gov.np,Password changed successfully,Your delivery is scheduled for tomorrow afternoon.,From: admin@ird.gov.np Subject: Password changed successfully Your delivery is scheduled for tomorrow afternoon. Link: https://ird.gov.np/help/3161,0
support@10.8.4.22,Unusual login detected,URGENT: your bank account is blocked. Verify login now,From: support@10.8.4.22 Subject: Unusual login detected URGENT: your bank account is blocked. Verify login now. Click http://10.8.4.22/claim/4639 and submit password OTP PIN card details.,1
security@np-prize-claim.test,Prize claim pending,URGENT: your bank account is blocked. Verify login now,From: security@np-prize-claim.test Subject: Prize claim pending URGENT: your bank account is blocked. Verify login now. Click http://np-prize-claim.test/verify/4192 and submit password OTP PIN card details.,1
support@np-prize-claim.test,Refund failed: update card now,Security alert. Update password within 24 hours,From: support@np-prize-claim.test Subject: Refund failed: update card now Security alert. Update password within 24 hours. Click http://np-prize-claim.test/verify/4832 and submit password OTP PIN card details.,1
support@secure-login-check.test,Your wallet is blocked,Customs fee pending. Pay now to release your parcel,From: support@secure-login-check.test Subject: Your wallet is blocked Customs fee pending. Pay now to release your parcel. Click http://secure-login-check.test/login/4180 and submit password OTP PIN card details.,1
support@store-receipts.example,Monthly statement is available,Your appointment is confirmed for Friday at 10:00 AM.,From: support@store-receipts.example Subject: Monthly statement is available Your appointment is confirmed for Friday at 10:00 AM. Link: https://store-receipts.example/receipt/3374,0
billing@nrb.org.np,Library book reminder,Your appointment is confirmed for Friday at 10:00 AM.,From: billing@nrb.org.np Subject: Library book reminder Your appointment is confirmed for Friday at 10:00 AM. Link: https://nrb.org.np/help/3253,0
noreply@library.example,Password changed successfully,Your appointment is confirmed for Friday at 10:00 AM.,From: noreply@library.example Subject: Password changed successfully Your appointment is confirmed for Friday at 10:00 AM. Link: https://library.example/help/3651,0
billing@city-services.example,Library book reminder,Your appointment is confirmed for Friday at 10:00 AM.,From: billing@city-services.example Subject: Library book reminder Your appointment is confirmed for Friday at 10:00 AM. Link: https://city-services.example/receipt/3683,0
verify@khalti-refund.test,Prize claim pending,KYC expired. Confirm wallet PIN and OTP to continue,From: verify@khalti-refund.test Subject: Prize claim pending KYC expired. Confirm wallet PIN and OTP to continue. Click http://khalti-refund.test/login/4572 and submit password OTP PIN card details.,1
noreply@ird.gov.np,Monthly statement is available,Your appointment is confirmed for Friday at 10:00 AM.,From: noreply@ird.gov.np Subject: Monthly statement is available Your appointment is confirmed for Friday at 10:00 AM. Link: https://ird.gov.np/receipt/3541,0
noreply@store-receipts.example,Monthly statement is available,Your delivery is scheduled for tomorrow afternoon.,From: noreply@store-receipts.example Subject: Monthly statement is available Your delivery is scheduled for tomorrow afternoon. Link: https://store-receipts.example/receipt/3194,0
reward@192.168.45.12,Your wallet is blocked,URGENT: your bank account is blocked. Verify login now,From: reward@192.168.45.12 Subject: Your wallet is blocked URGENT: your bank account is blocked. Verify login now. Click http://192.168.45.12/login/4896 and submit password OTP PIN card details.,1
support@wikipedia.org,Password changed successfully,The invoice has been received and marked paid.,From: support@wikipedia.org Subject: Password changed successfully The invoice has been received and marked paid. Link: https://wikipedia.org/help/3742,0
noreply@mozilla.org,Meeting notes,Your OTP is 123456. Do not share it with anyone.,From: noreply@mozilla.org Subject: Meeting notes Your OTP is 123456. Do not share it with anyone. Link: https://mozilla.org/receipt/3205,0
security@google-login.example.net,Refund failed: update card now,Security alert. Update password within 24 hours,From: security@google-login.example.net Subject: Refund failed: update card now Security alert. Update password within 24 hours. Click http://google-login.example.net/claim/4227 and submit password OTP PIN card details.,1
verify@google-login.example.net,Prize claim pending,"Congratulations, you won a cash prize. Claim reward immediately","From: verify@google-login.example.net Subject: Prize claim pending Congratulations, you won a cash prize. Claim reward immediately. Click http://google-login.example.net/claim/4234 and submit password OTP PIN card details.",1
reward@account-verify-now.test,Final warning: confirm your password,"Congratulations, you won a cash prize. Claim reward immediately","From: reward@account-verify-now.test Subject: Final warning: confirm your password Congratulations, you won a cash prize. Claim reward immediately. Click http://account-verify-now.test/login/4075 and submit password OTP PIN card details.",1
admin@university.edu.np,Password changed successfully,Your OTP is 123456. Do not share it with anyone.,From: admin@university.edu.np Subject: Password changed successfully Your OTP is 123456. Do not share it with anyone. Link: https://university.edu.np/help/3281,0
noreply@khanacademy.org,Appointment reminder,Your appointment is confirmed for Friday at 10:00 AM.,From: noreply@khanacademy.org Subject: Appointment reminder Your appointment is confirmed for Friday at 10:00 AM. Link: https://khanacademy.org/help/3190,0
reward@delivery-fee-pay.test,Prize claim pending,URGENT: your bank account is blocked. Verify login now,From: reward@delivery-fee-pay.test Subject: Prize claim pending URGENT: your bank account is blocked. Verify login now. Click http://delivery-fee-pay.test/verify/4457 and submit password OTP PIN card details.,1
billing@mozilla.org,Monthly statement is available,Your delivery is scheduled for tomorrow afternoon.,From: billing@mozilla.org Subject: Monthly statement is available Your delivery is scheduled for tomorrow afternoon. Link: https://mozilla.org/profile/3378,0
admin@coursera.org,Appointment reminder,Your appointment is confirmed for Friday at 10:00 AM.,From: admin@coursera.org Subject: Appointment reminder Your appointment is confirmed for Friday at 10:00 AM. Link: https://coursera.org/profile/3671,0
admin@ird.gov.np,Meeting notes,The invoice has been received and marked paid.,From: admin@ird.gov.np Subject: Meeting notes The invoice has been received and marked paid. Link: https://ird.gov.np/receipt/3583,0
support@city-services.example,Monthly statement is available,Your appointment is confirmed for Friday at 10:00 AM.,From: support@city-services.example Subject: Monthly statement is available Your appointment is confirmed for Friday at 10:00 AM. Link: https://city-services.example/receipt/3053,0
support@nepalbank.com.np,Receipt for your recent purchase,Your delivery is scheduled for tomorrow afternoon.,From: support@nepalbank.com.np Subject: Receipt for your recent purchase Your delivery is scheduled for tomorrow afternoon. Link: https://nepalbank.com.np/receipt/3046,0
noreply@nrb.org.np,Appointment reminder,Your appointment is confirmed for Friday at 10:00 AM.,From: noreply@nrb.org.np Subject: Appointment reminder Your appointment is confirmed for Friday at 10:00 AM. Link: https://nrb.org.np/profile/3833,0
support@google-login.example.net,Your wallet is blocked,Customs fee pending. Pay now to release your parcel,From: support@google-login.example.net Subject: Your wallet is blocked Customs fee pending. Pay now to release your parcel. Click http://google-login.example.net/login/4753 and submit password OTP PIN card details.,1
support@esewa-bonus-claim.test,Refund failed: update card now,Security alert. Update password within 24 hours,From: support@esewa-bonus-claim.test Subject: Refund failed: update card now Security alert. Update password within 24 hours. Click http://esewa-bonus-claim.test/claim/4512 and submit password OTP PIN card details.,1
billing@university.edu.np,Monthly statement is available,Class starts tomorrow. Please bring your notebook.,From: billing@university.edu.np Subject: Monthly statement is available Class starts tomorrow. Please bring your notebook. Link: https://university.edu.np/profile/3631,0
reward@bank-support-update.test,Refund failed: update card now,"Congratulations, you won a cash prize. Claim reward immediately","From: reward@bank-support-update.test Subject: Refund failed: update card now Congratulations, you won a cash prize. Claim reward immediately. Click http://bank-support-update.test/claim/4020 and submit password OTP PIN card details.",1
support@khanacademy.org,Library book reminder,Your delivery is scheduled for tomorrow afternoon.,From: support@khanacademy.org Subject: Library book reminder Your delivery is scheduled for tomorrow afternoon. Link: https://khanacademy.org/receipt/3153,0
admin@khanacademy.org,Library book reminder,Your delivery is scheduled for tomorrow afternoon.,From: admin@khanacademy.org Subject: Library book reminder Your delivery is scheduled for tomorrow afternoon. Link: https://khanacademy.org/profile/3745,0
support@esewa-bonus-claim.test,Unusual login detected,"Congratulations, you won a cash prize. Claim reward immediately","From: support@esewa-bonus-claim.test Subject: Unusual login detected Congratulations, you won a cash prize. Claim reward immediately. Click http://esewa-bonus-claim.test/login/4087 and submit password OTP PIN card details.",1
admin@company-intranet.example,Library book reminder,Thank you for your payment. No further action is required.,From: admin@company-intranet.example Subject: Library book reminder Thank you for your payment. No further action is required. Link: https://company-intranet.example/profile/3152,0
admin@nrb.org.np,Password changed successfully,Your delivery is scheduled for tomorrow afternoon.,From: admin@nrb.org.np Subject: Password changed successfully Your delivery is scheduled for tomorrow afternoon. Link: https://nrb.org.np/receipt/3843,0
verify@10.8.4.22,Your wallet is blocked,URGENT: your bank account is blocked. Verify login now,From: verify@10.8.4.22 Subject: Your wallet is blocked URGENT: your bank account is blocked. Verify login now. Click http://10.8.4.22/claim/4740 and submit password OTP PIN card details.,1
security@np-prize-claim.test,Final warning: confirm your password,URGENT: your bank account is blocked. Verify login now,From: security@np-prize-claim.test Subject: Final warning: confirm your password URGENT: your bank account is blocked. Verify login now. Click http://np-prize-claim.test/login/4844 and submit password OTP PIN card details.,1
admin@wikipedia.org,Meeting notes,Your appointment is confirmed for Friday at 10:00 AM.,From: admin@wikipedia.org Subject: Meeting notes Your appointment is confirmed for Friday at 10:00 AM. Link: https://wikipedia.org/help/3574,0
admin@nrb.org.np,Library book reminder,The invoice has been received and marked paid.,From: admin@nrb.org.np Subject: Library book reminder The invoice has been received and marked paid. Link: https://nrb.org.np/receipt/3313,0
admin@nepalbank.com.np,Course update,Thank you for your payment. No further action is required.,From: admin@nepalbank.com.np Subject: Course update Thank you for your payment. No further action is required. Link: https://nepalbank.com.np/help/3777,0
reward@bank-support-update.test,Prize claim pending,Security alert. Update password within 24 hours,From: reward@bank-support-update.test Subject: Prize claim pending Security alert. Update password within 24 hours. Click http://bank-support-update.test/login/4670 and submit password OTP PIN card details.,1
verify@np-prize-claim.test,Urgent account verification required,"Congratulations, you won a cash prize. Claim reward immediately","From: verify@np-prize-claim.test Subject: Urgent account verification required Congratulations, you won a cash prize. Claim reward immediately. Click http://np-prize-claim.test/login/4934 and submit password OTP PIN card details.",1
verify@192.168.45.12,Urgent account verification required,Refund failed. Enter card details to receive money,From: verify@192.168.45.12 Subject: Urgent account verification required Refund failed. Enter card details to receive money. Click http://192.168.45.12/verify/4425 and submit password OTP PIN card details.,1
admin@store-receipts.example,Meeting notes,Class starts tomorrow. Please bring your notebook.,From: admin@store-receipts.example Subject: Meeting notes Class starts tomorrow. Please bring your notebook. Link: https://store-receipts.example/profile/3280,0
support@khalti-refund.test,Unusual login detected,Security alert. Update password within 24 hours,From: support@khalti-refund.test Subject: Unusual login detected Security alert. Update password within 24 hours. Click http://khalti-refund.test/verify/4799 and submit password OTP PIN card details.,1
support@github.com,Receipt for your recent purchase,Your delivery is scheduled for tomorrow afternoon.,From: support@github.com Subject: Receipt for your recent purchase Your delivery is scheduled for tomorrow afternoon. Link: https://github.com/receipt/3614,0
noreply@docs.djangoproject.com,Monthly statement is available,Class starts tomorrow. Please bring your notebook.,From: noreply@docs.djangoproject.com Subject: Monthly statement is available Class starts tomorrow. Please bring your notebook. Link: https://docs.djangoproject.com/profile/3112,0
support@mozilla.org,Course update,Your OTP is 123456. Do not share it with anyone.,From: support@mozilla.org Subject: Course update Your OTP is 123456. Do not share it with anyone. Link: https://mozilla.org/profile/3218,0
billing@nrb.org.np,Project status summary,Your delivery is scheduled for tomorrow afternoon.,From: billing@nrb.org.np Subject: Project status summary Your delivery is scheduled for tomorrow afternoon. Link: https://nrb.org.np/profile/3079,0
billing@city-services.example,Library book reminder,The invoice has been received and marked paid.,From: billing@city-services.example Subject: Library book reminder The invoice has been received and marked paid. Link: https://city-services.example/help/3600,0
admin@nepalbank.com.np,Appointment reminder,Class starts tomorrow. Please bring your notebook.,From: admin@nepalbank.com.np Subject: Appointment reminder Class starts tomorrow. Please bring your notebook. Link: https://nepalbank.com.np/profile/3871,0
security@secure-login-check.test,Unusual login detected,Refund failed. Enter card details to receive money,From: security@secure-login-check.test Subject: Unusual login detected Refund failed. Enter card details to receive money. Click http://secure-login-check.test/login/4683 and submit password OTP PIN card details.,1
security@google-login.example.net,Unusual login detected,KYC expired. Confirm wallet PIN and OTP to continue,From: security@google-login.example.net Subject: Unusual login detected KYC expired. Confirm wallet PIN and OTP to continue. Click http://google-login.example.net/claim/4099 and submit password OTP PIN card details.,1
support@github.com,Monthly statement is available,Your OTP is 123456. Do not share it with anyone.,From: support@github.com Subject: Monthly statement is available Your OTP is 123456. Do not share it with anyone. Link: https://github.com/receipt/3639,0
billing@hospital.org.np,Monthly statement is available,The invoice has been received and marked paid.,From: billing@hospital.org.np Subject: Monthly statement is available The invoice has been received and marked paid. Link: https://hospital.org.np/help/3503,0
admin@ird.gov.np,Appointment reminder,Your appointment is confirmed for Friday at 10:00 AM.,From: admin@ird.gov.np Subject: Appointment reminder Your appointment is confirmed for Friday at 10:00 AM. Link: https://ird.gov.np/receipt/3649,0
support@esewa-bonus-claim.test,Final warning: confirm your password,Customs fee pending. Pay now to release your parcel,From: support@esewa-bonus-claim.test Subject: Final warning: confirm your password Customs fee pending. Pay now to release your parcel. Click http://esewa-bonus-claim.test/verify/4306 and submit password OTP PIN card details.,1
support@wallet-kyc-alert.test,Refund failed: update card now,KYC expired. Confirm wallet PIN and OTP to continue,From: support@wallet-kyc-alert.test Subject: Refund failed: update card now KYC expired. Confirm wallet PIN and OTP to continue. Click http://wallet-kyc-alert.test/login/4889 and submit password OTP PIN card details.,1
security@10.8.4.22,Final warning: confirm your password,Security alert. Update password within 24 hours,From: security@10.8.4.22 Subject: Final warning: confirm your password Security alert. Update password within 24 hours. Click http://10.8.4.22/verify/4610 and submit password OTP PIN card details.,1
admin@github.com,Project status summary,Your appointment is confirmed for Friday at 10:00 AM.,From: admin@github.com Subject: Project status summary Your appointment is confirmed for Friday at 10:00 AM. Link: https://github.com/receipt/3066,0
support@secure-login-check.test,Unusual login detected,"Congratulations, you won a cash prize. Claim reward immediately","From: support@secure-login-check.test Subject: Unusual login detected Congratulations, you won a cash prize. Claim reward immediately. Click http://secure-login-check.test/login/4660 and submit password OTP PIN card details.",1
support@secure-login-check.test,Unusual login detected,URGENT: your bank account is blocked. Verify login now,From: support@secure-login-check.test Subject: Unusual login detected URGENT: your bank account is blocked. Verify login now. Click http://secure-login-check.test/verify/4279 and submit password OTP PIN card details.,1
noreply@nepalbank.com.np,Course update,Thank you for your payment. No further action is required.,From: noreply@nepalbank.com.np Subject: Course update Thank you for your payment. No further action is required. Link: https://nepalbank.com.np/receipt/3245,0
noreply@city-services.example,Meeting notes,Thank you for your payment. No further action is required.,From: noreply@city-services.example Subject: Meeting notes Thank you for your payment. No further action is required. Link: https://city-services.example/receipt/3697,0
verify@secure-login-check.test,Urgent account verification required,Security alert. Update password within 24 hours,From: verify@secure-login-check.test Subject: Urgent account verification required Security alert. Update password within 24 hours. Click http://secure-login-check.test/verify/4559 and submit password OTP PIN card details.,1
security@account-verify-now.test,Urgent account verification required,Refund failed. Enter card details to receive money,From: security@account-verify-now.test Subject: Urgent account verification required Refund failed. Enter card details to receive money. Click http://account-verify-now.test/verify/4955 and submit password OTP PIN card details.,1
support@paypal-security.example.ru,Urgent account verification required,Security alert. Update password within 24 hours,From: support@paypal-security.example.ru Subject: Urgent account verification required Security alert. Update password within 24 hours. Click http://paypal-security.example.ru/verify/4129 and submit password OTP PIN card details.,1
security@esewa-bonus-claim.test,Final warning: confirm your password,Refund failed. Enter card details to receive money,From: security@esewa-bonus-claim.test Subject: Final warning: confirm your password Refund failed. Enter card details to receive money. Click http://esewa-bonus-claim.test/verify/4133 and submit password OTP PIN card details.,1
